Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-04-03,84.26,88.78,84.1,87.46,1158250
2018-04-04,87.4,87.9,85.84,85.84,788081
2018-04-05,87,90.6,87,89.52,805783
2018-04-06,89.52,93.26,89.06,92.78,770636
2018-04-09,92.78,93.98,89.52,90.36,921998
2018-04-10,93.3,93.3,88.46,89.04,1106126
2018-04-11,88.8,90,87.7,89.42,1054064
2018-04-12,89.38,91.3,89.22,91.3,544656
2018-04-13,91.4,92.2,91,91,411833
2018-04-16,91.78,92,90.48,91.46,285280
2018-04-17,91.32,91.66,87.5,87.96,953009
2018-04-18,88,88.46,87.1,88.46,825236
2018-04-19,88.1,89.56,88.1,89.04,585798
2018-04-20,89.24,90.9,87.9,87.9,646922
2018-04-23,88.22,89.5,87.88,88.94,340518
2018-04-24,88.86,89.44,87.22,87.22,868093
2018-04-25,87.22,87.64,85.7,86.7,571738
2018-04-26,86.4,89.96,85.56,89.96,393757
2018-04-27,90,90.6,89.2,89.86,349957
2018-04-30,90.2,91.54,89.02,89.7,298022
2018-05-02,89.92,89.92,87.28,87.28,703708
2018-05-04,86.2,86.8,83.2,83.78,1061545
2018-05-07,85.22,85.24,81.5,81.5,403948
2018-05-08,81.5,82.7,81.5,82.3,1144662
2018-05-09,82.3,86.7,81.74,86.5,892814
2018-05-10,86.5,86.52,82.04,84.9,1106469
2018-05-11,85.24,86.8,84.56,86.5,528117
2018-05-14,86.5,87.74,85.14,87.4,285057
2018-05-15,87.12,87.5,85.16,85.24,581194
2018-05-16,85.56,86.46,83.96,84.3,581461
2018-05-17,83.92,87.86,83.62,86.42,719088
2018-05-18,86.54,86.7,83.4,84,404026
2018-05-21,84.2,86.2,83.6,86.2,614234
